date,temperature
01/08/1997,29.26111111
01/09/1997,28.14444444
01/10/1997,25.22222222
01/11/1997,22.14444444
01/12/1997,18.13888889
01/01/1998,20.76666667
01/02/1998,21.22222222
01/03/1998,21.48333333
01/04/1998,24.17222222
01/05/1998,27.33333333
01/06/1998,29.36111111
01/07/1998,29.28333333
01/08/1998,29.01666667
01/09/1998,27.48888889
01/10/1998,25.54444444
01/11/1998,24.29444444
01/12/1998,19.75555556
01/01/1999,19.66666667
01/02/1999,21.81666667
01/03/1999,23.8
01/04/1999,26.01111111
01/05/1999,27.92222222
01/06/1999,28.75
01/07/1999,28.03333333
01/08/1999,28.75555556
01/09/1999,26.7
01/10/1999,23.43333333
01/11/1999,21.91666667
01/12/1999,18.9
01/01/2000,20.08888889
01/02/2000,21.74444444
01/03/2000,23.80555556
01/04/2000,26.11666667
01/05/2000,27.61666667
01/06/2000,27.72777778
01/07/2000,27.97222222
01/08/2000,27.58333333
01/09/2000,27.86111111
01/10/2000,24.62222222
01/11/2000,21.54444444
01/12/2000,17.93888889
01/01/2001,17.73888889
01/02/2001,20.51111111
01/03/2001,21.92222222
01/04/2001,25.48888889
01/05/2001,26.84444444
01/06/2001,28.77777778
01/07/2001,28.9
01/08/2001,28.23333333
01/09/2001,27.55555556
01/10/2001,25.4
01/11/2001,22.95555556
01/12/2001,18.82777778
01/01/2002,18.76111111
01/02/2002,17.39444444
01/03/2002,20.46111111
01/04/2002,25.07222222
01/05/2002,27.05
01/06/2002,27.47222222
01/07/2002,27.52777778
01/08/2002,29.10555556
01/09/2002,27.54444444
01/10/2002,25.41666667
01/11/2002,20.91111111
01/12/2002,18.76111111
01/01/2003,17.77222222
01/02/2003,20.15
01/03/2003,23.22777778
01/04/2003,24.46666667
01/05/2003,28.11111111
01/06/2003,28.56111111
01/07/2003,28.35
01/08/2003,28.88888889
01/09/2003,26.93333333
01/10/2003,24.67222222
01/11/2003,23.38333333
01/12/2003,19.25
01/01/2004,17.91111111
01/02/2004,19.5
01/03/2004,22.94444444
01/04/2004,24.59444444
01/05/2004,26.28888889
01/06/2004,27.55555556
01/07/2004,27.9
01/08/2004,27.28333333
01/09/2004,27.03888889
01/10/2004,25
01/11/2004,22.63333333
01/12/2004,18.75555556
01/01/2005,19.53888889
01/02/2005,18.43333333
01/03/2005,21.58888889
01/04/2005,25.11666667
01/05/2005,27.05555556
01/06/2005,28.47222222
01/07/2005,28.04444444
01/08/2005,26.48333333
01/09/2005,25.31666667
01/10/2005,24.26666667
01/11/2005,22.08333333
01/12/2005,18.82777778
01/01/2006,19.17777778
01/02/2006,20.40555556
01/03/2006,24.1
01/04/2006,26.60555556
01/05/2006,28.26666667
01/06/2006,29.3
01/07/2006,28.28888889
01/08/2006,29.17222222
01/09/2006,28.2
01/10/2006,26.11111111
01/11/2006,23.52777778
01/12/2006,19.48888889
01/01/2007,17.08888889
01/02/2007,19.15
01/03/2007,23.51111111
01/04/2007,25.34444444
01/05/2007,28.05
01/06/2007,29.05555556
01/07/2007,29.70555556
01/08/2007,28.98888889
01/09/2007,27.82222222
01/10/2007,26.51111111
01/11/2007,23.3
01/12/2007,22.35555556
01/01/2008,19.04444444
01/02/2008,22.27777778
01/03/2008,23.33333333
01/04/2008,25.91111111
01/05/2008,28.96111111
01/06/2008,28.86111111
01/07/2008,28.22222222
01/08/2008,29.25
01/09/2008,26.81666667
01/10/2008,26.02222222
01/11/2008,23.19444444
01/12/2008,20.92222222
01/01/2009,20.99444444
01/02/2009,22.41666667
01/03/2009,23.19444444
01/04/2009,26.20555556
01/05/2009,28.42222222
01/06/2009,29.87777778
01/07/2009,30.36666667
01/08/2009,29.98333333
01/09/2009,28.39444444
01/10/2009,27.18333333
01/11/2009,22.89444444
01/12/2009,18.31666667
01/01/2010,17.13333333
01/02/2010,16.83333333
01/03/2010,21.22222222
01/04/2010,24.99444444
01/05/2010,28.70555556
01/06/2010,29.75555556
01/07/2010,28.61111111
01/08/2010,29.9
01/09/2010,28.31666667
01/10/2010,26.52777778
01/11/2010,23.74444444
01/12/2010,20.45555556
01/01/2011,19.63888889
01/02/2011,18.42777778
01/03/2011,24.08888889
01/04/2011,27.17222222
01/05/2011,28.15555556
01/06/2011,29.12777778
01/07/2011,28.97222222
01/08/2011,30.06111111
01/09/2011,29.1
01/10/2011,26.68888889
01/11/2011,23.02222222
01/12/2011,20.25555556
01/01/2012,20.18333333
01/02/2012,20.52222222
01/03/2012,24.21666667
01/04/2012,26.47222222
01/05/2012,28.00555556
01/06/2012,29.00555556
01/07/2012,27.86111111
01/08/2012,28.38888889
01/09/2012,27.5
01/10/2012,26.22222222
01/11/2012,23.20555556
01/12/2012,21.64444444
01/01/2013,19.11666667
01/02/2013,22.26666667
01/03/2013,22.49444444
01/04/2013,24.18888889
01/05/2013,26.28888889
01/06/2013,28.15
01/07/2013,28.09444444
01/08/2013,28.00555556
01/09/2013,26.90555556
01/10/2013,26.05
01/11/2013,21.41111111
01/12/2013,18.15555556
01/01/2014,17.07777778
01/02/2014,19.36666667
01/03/2014,21.02222222
01/04/2014,24.40555556
01/05/2014,25.95
01/06/2014,27.75
01/07/2014,27.80555556
01/08/2014,28.96111111
01/09/2014,27.28333333
